InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName
INV91085,E003,Smartphone Charger,Electronics,46,2025-02-10 10:23:07,19.05,CUST23,France,Kimberly Obrien
INV31135,C001,Men's T-Shirt,Clothing,8,2023-09-23 11:31:40,57.88,CUST57,Netherlands,Adrienne Adams
INV58453,E003,Smartphone Charger,Electronics,14,2025-03-09 01:15:46,66.89,CUST45,France,Melissa Erickson
INV58878,H002,Wall Clock,Home Goods,35,2024-01-25 19:25:45,30.85,CUST4,Norway,Craig Perkins
INV75459,E003,Smartphone Charger,Electronics,30,2024-07-04 05:40:54,1.43,CUST95,Italy,Nathaniel Ross
INV94835,T003,RC Car,Toys,19,2024-12-09 10:33:08,96.99,CUST97,France,Meghan Hicks
INV84086,T003,RC Car,Toys,29,2024-07-23 04:05:21,73.43,CUST6,France,Paul Flores
INV98867,H003,LED Desk Lamp,Home Goods,8,2024-06-22 00:54:10,40.76,CUST29,Portugal,Jennifer Orr
INV56844,E002,Bluetooth Headphones,Electronics,21,2023-10-07 22:08:31,64.49,CUST75,Spain,Mr. Ricky Spence
INV46428,C001,Men's T-Shirt,Clothing,2,2023-11-05 19:36:10,85.1,CUST87,Germany,Laura Mack
INV77081,H001,Ceramic Mug,Home Goods,13,2024-12-26 11:34:09,60.71,CUST66,United Kingdom,Krista Barrett
INV97394,C003,Baseball Cap,Clothing,26,2024-01-10 15:34:11,37.59,CUST48,United Kingdom,Kimberly Carpenter
INV47309,C003,Baseball Cap,Clothing,23,2024-06-22 16:13:22,87.56,CUST12,Spain,Devin Lee
INV68224,T003,RC Car,Toys,27,2024-11-07 10:30:31,17.22,CUST94,Norway,Mark King
INV64289,E003,Smartphone Charger,Electronics,38,2025-04-15 03:08:02,15.22,CUST39,Portugal,Gordon Carlson
INV78852,C003,Baseball Cap,Clothing,5,2025-04-07 13:40:53,9.76,CUST53,Netherlands,Kimberly Garza
INV64331,E003,Smartphone Charger,Electronics,36,2024-11-27 20:40:37,75.77,CUST18,Spain,Victoria Kennedy
INV34380,H001,Ceramic Mug,Home Goods,19,2025-03-01 17:51:42,5.18,CUST39,Netherlands,Gordon Carlson
INV74762,H003,LED Desk Lamp,Home Goods,48,2024-11-28 08:10:28,3.66,CUST1,France,Lawrence Delacruz
INV44429,C002,,Clothing,41,2025-05-24 17:12:16,13.29,CUST86,Netherlands,Ricky Gonzalez
INV64677,E003,Smartphone Charger,Electronics,32,2025-07-16 23:28:33,25.23,CUST16,Netherlands,Sherri Pierce
INV74625,E002,Bluetooth Headphones,Electronics,39,2024-08-16 21:09:21,48.57,CUST56,Netherlands,Charlene Ruiz
INV92312,T002,Building Blocks Set,Toys,31,2025-07-22 04:21:14,37.95,CUST94,United Kingdom,Mark King
INV44018,E003,Smartphone Charger,Electronics,38,2023-10-10 05:19:14,32.65,CUST89,France,Alyssa Miller
INV56843,E003,Smartphone Charger,Electronics,4,2024-05-17 13:08:58,42.53,CUST46,United Kingdom,Melissa Brown
INV47992,C002,Women's Jeans,Clothing,34,2025-05-27 02:47:49,51.87,CUST99,France,Laura Davis
INV22387,T001,Stuffed Bear,Toys,49,2024-01-30 19:47:45,32.94,CUST41,Netherlands,Amanda Vega
INV45580,T002,Building Blocks Set,Toys,45,2025-07-16 13:11:56,10.49,CUST75,Italy,Mr. Ricky Spence
INV28837,E001,Wireless Mouse,Electronics,9,2025-01-23 10:14:45,37.93,CUST63,Norway,Debra Gray
INV54605,E003,Smartphone Charger,Electronics,-7,2024-03-22 05:37:37,50.83,CUST25,Germany,Amanda Singh
INV64702,H002,Wall Clock,Home Goods,5,2023-12-09 04:46:40,92.42,CUST62,Italy,Dylan Jones
INV50838,T003,RC Car,Toys,24,2024-01-01 16:05:25,89.08,CUST77,Italy,Stacey Le
INV32571,T003,RC Car,Toys,20,2023-09-10 04:19:04,23.01,CUST89,France,Alyssa Miller
INV39697,C002,Women's Jeans,Clothing,9,2024-03-13 04:44:27,98.13,CUST55,Germany,Walter Ashley
INV20188,E001,Wireless Mouse,Electronics,50,2024-12-19 15:42:04,5.21,CUST14,United Kingdom,Zachary Bautista
INV96479,H003,LED Desk Lamp,Home Goods,38,2023-10-11 17:04:43,12.77,CUST33,United Kingdom,Bonnie Robinson
INV18683,C002,Women's Jeans,Clothing,43,2023-08-22 03:30:48,78.45,CUST78,Spain,Ricky Perry
INV87018,C001,Men's T-Shirt,Clothing,12,2025-06-28 12:47:56,3.9,CUST19,Netherlands,Adrienne Davis
INV85989,C003,Baseball Cap,Clothing,23,2024-01-23 18:13:39,78.3,CUST79,Spain,David Mclean
INV76179,T001,Stuffed Bear,Toys,5,2023-11-21 21:02:57,76.56,CUST68,Spain,Brian Johnson
INV35106,C002,Women's Jeans,Clothing,11,2025-02-12 00:09:27,97.38,CUST13,Spain,Brandon Anderson
INV76085,T003,RC Car,Toys,31,2024-08-21 21:27:31,19.33,CUST87,Germany,Laura Mack
INV33704,C003,Baseball Cap,Clothing,25,2024-10-19 07:48:05,51.91,CUST53,Germany,Kimberly Garza
INV51193,E002,Bluetooth Headphones,Electronics,30,2023-12-02 18:55:21,14.46,CUST98,Italy,Jennifer Jennings
INV47784,H003,LED Desk Lamp,Home Goods,47,2023-09-22 02:59:40,33.48,CUST15,Norway,David Chaney
INV47173,H002,Wall Clock,Home Goods,39,2024-06-26 16:09:50,23.36,CUST53,Netherlands,Kimberly Garza
